Name	     Facies	Depth	GR	ILD	PHIND	PE
SHRIMPLIN	8	2815.0	43.29	702	6705	4.0
SHRIMPLIN	8	2815.5	36.06	762	4595	5.0
SHRIMPLIN	8	2816.0	46.0	823	4.62	5.5
SHRIMPLIN	6	2816.5	60.3	915	5.01	5.6
SHRIMPLIN	6	2817.0	75.22	999	5295	5.5
SHRIMPLIN	6	2817.5	87.19	1045	5.32	5.4
SHRIMPLIN	6	2818.0	86.86	1064	5785	5.4
SHRIMPLIN	6	2818.5	88.0	1051	6.38	5.4
SHRIMPLIN	6	2819.0	75.47	1018	7215	5.5
SHRIMPLIN	6	2819.5	59.36	972	8925	4.9
SHRIMPLIN	6	2820.0	55.57	952	9355	4.5
SHRIMPLIN	6	2820.5	46.96	924	9.12	4.3
SHRIMPLIN	6	2821.0	43.67	876	8225	4.1
SHRIMPLIN	6	2821.5	55.23	826	7875	4.3
SHRIMPLIN	6	2822.0	61.24	777	8575	4.3
SHRIMPLIN	6	2822.5	54.46	728	10.66	4.4
SHRIMPLIN	7	2823.0	43.23	699	12375	4.0
SHRIMPLIN	7	2823.5	44.59	682	13.54	3.9
SHRIMPLIN	4	2824.0	47.48	676	12.89	3.7
SHRIMPLIN	4	2824.5	61.1	671	11785	3.7
SHRIMPLIN	4	2825.0	64.82	0.68	8.97	4.5
SHRIMPLIN	4	2825.5	55.77	0.71	8.93	5.1
SHRIMPLIN	4	2826.0	62.22	744	9215	5.5
SHRIMPLIN	6	2826.5	55.06	786	9.5	5.6
SHRIMPLIN	6	2827.0	71.02	839	8.89	5.4
SHRIMPLIN	6	2827.5	91.37	881	8.06	5.3
SHRIMPLIN	6	2828.0	115.42	911	6875	5.3
SHRIMPLIN	6	2828.5	115.7	0.94	6085	5.2
SHRIMPLIN	6	2829.0	107.11	972	6135	5.6
SHRIMPLIN	6	2829.5	93.82	1008	6.64	5.6
SHRIMPLIN	6	2830.0	61.63	1061	6865	6.1
SHRIMPLIN	6	2830.5	45.98	1076	6.25	6.2
SHRIMPLIN	6	2831.0	32.76	1071	6225	5.8
SHRIMPLIN	6	2831.5	37.82	1058	6.19	5.7
SHRIMPLIN	6	2832.0	40.73	1038	6375	5.5
SHRIMPLIN	6	2832.5	33.42	1005	6.61	5.4
SHRIMPLIN	6	2833.0	32.08	968	7355	5.3
SHRIMPLIN	6	2833.5	33.82	943	8.33	4.9
SHRIMPLIN	6	2834.0	45.57	924	8.84	4.7
SHRIMPLIN	6	2834.5	53.95	0.9	8125	4.6
SHRIMPLIN	6	2835.0	59.42	875	7845	4.6
SHRIMPLIN	6	2835.5	68.43	854	8665	4.8
SHRIMPLIN	6	2836.0	75.88	849	10.04	4.6
SHRIMPLIN	6	2836.5	77.75	864	10.85	4.7
SHRIMPLIN	6	2837.0	80.93	907	9815	4.6
SHRIMPLIN	6	2837.5	72.92	932	7475	4.7
SHRIMPLIN	6	2838.0	65.59	0.92	5265	5.0
SHRIMPLIN	6	2838.5	64.71	886	4045	5.4
SHRIMPLIN	6	2839.0	60.79	829	4.36	5.5
SHRIMPLIN	6	2839.5	78.55	754	9795	5.7
SHRIMPLIN	3	2840.0	107.77	713	19545	4.0
SHRIMPLIN	3	2840.5	110.87	686	26.65	3.3
SHRIMPLIN	3	2841.0	106.33	665	26.94	2.8
SHRIMPLIN	3	2841.5	87.85	0.64	21.77	2.7
SHRIMPLIN	3	2842.0	80.96	601	15.99	2.9
SHRIMPLIN	2	2842.5	66.94	568	12565	3.5
SHRIMPLIN	2	2843.0	61.48	561	11.69	4.2
SHRIMPLIN	2	2843.5	58.26	568	12285	4.2
SHRIMPLIN	2	2844.0	51.31	585	11735	3.9
SHRIMPLIN	2	2844.5	67.92	583	11.73	3.9
SHRIMPLIN	2	2845.0	67.77	566	12475	3.9
SHRIMPLIN	2	2845.5	67.73	543	13095	3.8
SHRIMPLIN	2	2846.0	68.85	516	13.35	3.7
SHRIMPLIN	2	2846.5	73.2	496	15.12	3.6
SHRIMPLIN	3	2847.0	84.46	486	20.48	3.6
SHRIMPLIN	3	2847.5	96.96	483	23225	3.4
SHRIMPLIN	3	2848.0	95.54	486	21305	3.5
SHRIMPLIN	3	2848.5	88.67	493	17235	3.4
SHRIMPLIN	3	2849.0	88.54	501	16.71	3.5
SHRIMPLIN	3	2849.5	92.22	501	18675	3.5
SHRIMPLIN	2	2850.0	89.67	491	20405	3.3
SHRIMPLIN	2	2850.5	91.17	0.47	20.3	3.1
SHRIMPLIN	2	2851.0	83.62	435	17.16	2.8
SHRIMPLIN	2	2851.5	85.0	401	15.87	2.8
SHRIMPLIN	2	2852.0	77.7	371	16.85	2.9
SHRIMPLIN	2	2852.5	74.29	334	17.3	2.9
SHRIMPLIN	2	2853.0	70.21	307	17.57	2.9
SHRIMPLIN	2	2853.5	76.38	297	17195	3.0
SHRIMPLIN	2	2854.0	76.28	301	16415	3.0
SHRIMPLIN	2	2854.5	69.04	314	14.19	3.2
SHRIMPLIN	2	2855.0	78.11	338	13.25	3.4
SHRIMPLIN	3	2855.5	84.18	377	15.72	3.8
SHRIMPLIN	3	2856.0	85.85	428	20045	3.5
SHRIMPLIN	3	2856.5	89.6	0.47	20455	3.3
SHRIMPLIN	3	2857.0	80.61	509	16.78	3.1
SHRIMPLIN	3	2857.5	79.36	539	11.78	3.3
SHRIMPLIN	3	2858.0	83.05	548	14545	3.7
SHRIMPLIN	3	2858.5	95.0	556	23.83	3.6
SHRIMPLIN	5	2859.0	85.04	629	26.67	3.1
SHRIMPLIN	5	2859.5	46.18	668	16.61	3.1
SHRIMPLIN	5	2860.0	34.53	703	8.22	3.5
SHRIMPLIN	5	2860.5	35.19	744	4.71	4.6
SHRIMPLIN	8	2861.0	27.85	803	4.24	4.8
SHRIMPLIN	8	2861.5	23.48	913	4.22	4.7
SHRIMPLIN	8	2862.0	20.42	1031	3785	4.6
SHRIMPLIN	8	2862.5	20.55	1147	3145	5.1
SHRIMPLIN	8	2863.0	19.99	1292	2195	5.4
SHRIMPLIN	8	2863.5	21.18	1405	1.59	5.9
SHRIMPLIN	8	2864.0	18.63	1452	1755	6.1
SHRIMPLIN	6	2864.5	29.41	1465	2.36	6.0
SHRIMPLIN	6	2865.0	43.09	1.48	3.11	5.8
SHRIMPLIN	6	2865.5	48.95	1479	2.95	5.6
SHRIMPLIN	6	2866.0	45.84	1437	3.03	5.6
SHRIMPLIN	6	2866.5	45.04	1.36	3.02	5.7
SHRIMPLIN	6	2867.0	42.92	1249	3445	5.7
SHRIMPLIN	6	2867.5	53.11	1104	4095	5.9
SHRIMPLIN	3	2868.0	67.55	966	5.13	5.1
SHRIMPLIN	3	2868.5	73.99	862	7.84	4.6
SHRIMPLIN	3	2869.0	83.09	806	11.2	3.9
SHRIMPLIN	3	2869.5	97.28	763	13.97	3.6
SHRIMPLIN	2	2870.0	95.16	714	12.96	3.4
SHRIMPLIN	2	2870.5	79.88	661	10425	3.3
SHRIMPLIN	2	2871.0	76.38	602	8785	3.5
SHRIMPLIN	2	2871.5	75.68	561	10305	3.6
SHRIMPLIN	2	2872.0	84.59	537	13745	3.9
SHRIMPLIN	3	2872.5	103.43	525	16.66	3.9
SHRIMPLIN	3	2873.0	103.41	522	17625	3.9
SHRIMPLIN	3	2873.5	99.27	0.52	16245	3.8
SHRIMPLIN	3	2874.0	92.94	516	14.85	3.7
SHRIMPLIN	3	2874.5	92.9	507	13.27	3.8
SHRIMPLIN	3	2875.0	80.32	504	12.48	3.7
SHRIMPLIN	2	2875.5	83.63	512	11525	4.0
SHRIMPLIN	2	2876.0	67.81	529	11.31	4.1
SHRIMPLIN	2	2876.5	67.88	559	10865	4.3
SHRIMPLIN	2	2877.0	64.39	589	10365	4.4
SHRIMPLIN	2	2877.5	61.99	604	9385	4.4
SHRIMPLIN	2	2878.0	62.5	604	8.53	4.3
SHRIMPLIN	2	2878.5	58.64	0.58	8.6	4.2
SHRIMPLIN	2	2879.0	64.04	543	9.98	4.0
SHRIMPLIN	2	2879.5	78.8	519	13745	3.7
SHRIMPLIN	3	2880.0	78.88	502	21885	3.7
SHRIMPLIN	3	2880.5	86.88	0.5	33.79	3.2
SHRIMPLIN	3	2881.0	83.97	519	37.47	3.0
SHRIMPLIN	3	2881.5	70.01	543	31.57	2.8
SHRIMPLIN	7	2882.0	50.7	567	16.04	2.9
SHRIMPLIN	7	2882.5	30.81	601	5725	3.6
SHRIMPLIN	7	2883.0	17.35	656	2.73	5.0
SHRIMPLIN	8	2883.5	17.55	747	2925	5.8
SHRIMPLIN	8	2884.0	18.19	855	3285	6.2
SHRIMPLIN	8	2884.5	17.08	982	3.99	6.3
SHRIMPLIN	8	2885.0	15.88	1107	4.34	6.2
SHRIMPLIN	8	2885.5	20.38	1.17	4645	5.9
SHRIMPLIN	8	2886.0	24.93	1173	4.77	5.8
SHRIMPLIN	8	2886.5	28.57	1.15	4725	5.8
SHRIMPLIN	8	2887.0	34.54	1115	4365	5.7
SHRIMPLIN	8	2887.5	42.34	1064	4.4	5.7
SHRIMPLIN	8	2888.0	44.21	1008	4.86	5.5
SHRIMPLIN	6	2888.5	44.15	943	5.47	5.6
SHRIMPLIN	6	2889.0	39.25	0.88	5905	5.6
SHRIMPLIN	6	2889.5	38.37	812	7.13	5.4
SHRIMPLIN	2	2890.0	60.63	0.74	9.33	4.7
SHRIMPLIN	2	2890.5	83.69	684	11.31	4.0
SHRIMPLIN	2	2891.0	87.3	648	11975	3.6
SHRIMPLIN	2	2891.5	89.07	619	12065	3.6
SHRIMPLIN	2	2892.0	91.06	584	12.21	3.7
SHRIMPLIN	2	2892.5	98.37	559	12485	3.7
SHRIMPLIN	2	2893.0	87.1	548	12.23	3.7
SHRIMPLIN	2	2893.5	83.81	542	11.67	3.5
SHRIMPLIN	2	2894.0	83.11	535	11.96	3.4
SHRIMPLIN	2	2894.5	85.4	529	13.05	3.3
SHRIMPLIN	2	2895.0	86.83	524	13735	3.3
SHRIMPLIN	2	2895.5	80.54	515	13.6	3.3
SHRIMPLIN	2	2896.0	77.67	501	12905	3.2
SHRIMPLIN	2	2896.5	74.74	489	12575	3.3
SHRIMPLIN	2	2897.0	75.06	481	12305	3.2
SHRIMPLIN	2	2897.5	76.98	477	12.35	3.2
SHRIMPLIN	2	2898.0	79.6	471	12855	3.2
SHRIMPLIN	2	2898.5	92.95	467	14.3	3.3
SHRIMPLIN	2	2899.0	94.25	467	14.21	3.3
SHRIMPLIN	2	2899.5	83.12	467	13.64	3.3
SHRIMPLIN	2	2900.0	75.02	471	12.5	3.4
SHRIMPLIN	2	2900.5	62.61	0.48	11.92	3.3
SHRIMPLIN	2	2901.0	68.47	487	11635	3.3
SHRIMPLIN	2	2901.5	69.58	484	11265	3.3
SHRIMPLIN	2	2902.0	76.05	479	11375	3.5
SHRIMPLIN	2	2902.5	89.53	471	12285	3.5
SHRIMPLIN	3	2903.0	97.25	464	15135	3.5
SHRIMPLIN	3	2903.5	95.12	474	21.93	3.5
SHRIMPLIN	3	2904.0	91.67	501	26715	3.3
SHRIMPLIN	3	2904.5	85.15	521	25875	3.2
SHRIMPLIN	8	2905.0	65.17	534	18.92	3.2
SHRIMPLIN	8	2905.5	32.9	547	12215	3.7
SHRIMPLIN	8	2906.0	19.92	549	10.63	4.8
SHRIMPLIN	8	2906.5	14.52	549	11.06	5.2
SHRIMPLIN	8	2907.0	14.75	558	12.15	5.4
SHRIMPLIN	8	2907.5	15.01	565	13.16	5.2
SHRIMPLIN	8	2908.0	15.68	0.56	14.02	5.2
SHRIMPLIN	8	2908.5	16.96	0.55	14255	5.3
SHRIMPLIN	8	2909.0	15.78	534	12705	5.5
SHRIMPLIN	8	2909.5	15.71	507	11095	5.7
SHRIMPLIN	8	2910.0	17.29	484	10225	5.7
SHRIMPLIN	8	2910.5	25.4	476	10.81	5.6
SHRIMPLIN	2	2911.0	54.3	0.48	11865	5.1
SHRIMPLIN	2	2911.5	77.86	493	11795	4.0
SHRIMPLIN	2	2912.0	81.08	496	11345	3.6
SHRIMPLIN	2	2912.5	64.84	489	10.6	3.3
SHRIMPLIN	2	2913.0	68.3	476	10.89	3.5
SHRIMPLIN	2	2913.5	62.2	456	11805	3.4
SHRIMPLIN	2	2914.0	62.13	447	12205	3.4
SHRIMPLIN	2	2914.5	59.9	447	12495	3.4
SHRIMPLIN	2	2915.0	66.76	446	12.57	3.3
SHRIMPLIN	2	2915.5	68.75	441	12535	3.4
SHRIMPLIN	2	2916.0	89.47	431	13055	3.3
SHRIMPLIN	2	2916.5	92.28	0.42	14.46	3.3
SHRIMPLIN	2	2917.0	89.52	0.41	15.78	3.2
SHRIMPLIN	2	2917.5	72.44	401	15.58	3.3
SHRIMPLIN	2	2918.0	65.12	389	15095	3.2
SHRIMPLIN	2	2918.5	61.43	375	14.62	3.2
SHRIMPLIN	2	2919.0	64.01	362	15335	3.0
SHRIMPLIN	2	2919.5	60.03	354	15.0	3.0
SHRIMPLIN	2	2920.0	66.07	348	14.44	3.1
SHRIMPLIN	2	2920.5	74.64	344	13845	3.2
SHRIMPLIN	2	2921.0	76.08	344	14.19	3.3
SHRIMPLIN	2	2921.5	77.9	0.35	14375	3.3
SHRIMPLIN	2	2922.0	90.26	354	14075	3.2
SHRIMPLIN	2	2922.5	100.24	362	13.22	3.2
SHRIMPLIN	2	2923.0	104.57	367	14.63	3.2
SHRIMPLIN	2	2923.5	117.83	382	18955	3.4
SHRIMPLIN	2	2924.0	119.71	403	24.86	3.5
SHRIMPLIN	2	2924.5	114.49	436	26.24	3.2
SHRIMPLIN	2	2925.0	76.16	473	21.64	3.1
SHRIMPLIN	8	2925.5	34.5	509	15465	3.4
SHRIMPLIN	8	2926.0	17.99	548	11.83	4.7
SHRIMPLIN	8	2926.5	16.23	597	9835	5.9
SHRIMPLIN	8	2927.0	16.97	669	7.54	5.7
SHRIMPLIN	8	2927.5	18.68	745	5.93	5.7
SHRIMPLIN	8	2928.0	30.74	778	5.83	5.8
SHRIMPLIN	8	2928.5	46.76	775	6.47	5.6
SHRIMPLIN	6	2929.0	49.39	732	6.69	5.3
SHRIMPLIN	6	2929.5	44.23	669	7985	5.0
SHRIMPLIN	3	2930.0	54.96	602	10.27	4.2
SHRIMPLIN	3	2930.5	68.62	0.55	13345	3.6
SHRIMPLIN	2	2931.0	84.84	507	14745	3.1
SHRIMPLIN	2	2931.5	82.8	462	16365	3.2
SHRIMPLIN	3	2932.0	95.56	425	18035	3.4
SHRIMPLIN	3	2932.5	106.29	401	21.3	3.2
SHRIMPLIN	3	2933.0	95.11	394	21825	3.2
SHRIMPLIN	3	2933.5	96.55	391	20.44	3.1
SHRIMPLIN	3	2934.0	92.19	391	17735	3.3
SHRIMPLIN	3	2934.5	100.17	391	18.11	3.2
SHRIMPLIN	3	2935.0	101.7	387	19115	3.2
SHRIMPLIN	3	2935.5	100.5	0.38	18.12	3.2
SHRIMPLIN	3	2936.0	102.07	369	17425	3.4
SHRIMPLIN	3	2936.5	109.83	358	18.72	3.7
SHRIMPLIN	3	2937.0	118.17	354	21295	3.9
SHRIMPLIN	3	2937.5	119.16	358	24.97	3.8
SHRIMPLIN	6	2938.0	63.36	384	20.85	3.3
SHRIMPLIN	6	2938.5	44.37	398	14.47	3.4
SHRIMPLIN	6	2939.0	37.71	413	12.17	4.0
SHRIMPLIN	6	2939.5	37.36	438	12545	5.0
SHRIMPLIN	6	2940.0	39.66	467	13.01	5.0
SHRIMPLIN	8	2940.5	52.61	487	12835	5.3
SHRIMPLIN	8	2941.0	53.75	501	12.71	6.0
SHRIMPLIN	8	2941.5	59.61	504	12.8	6.1
SHRIMPLIN	8	2942.0	62.99	501	12.9	5.6
SHRIMPLIN	8	2942.5	72.39	496	12795	5.1
SHRIMPLIN	8	2943.0	81.12	496	12595	5.0
SHRIMPLIN	8	2944.0	234.8	515	11.41	4.8
SHRIMPLIN	8	2944.0	234.8	515	11.41	4.8
SHRIMPLIN	8	2944.5	273.48	538	10045	5.1
SHRIMPLIN	8	2945.0	164.34	573	8.48	5.3
SHRIMPLIN	8	2945.5	101.5	0.6	7805	5.7
SHRIMPLIN	6	2946.0	84.6	616	7.58	5.7
SHRIMPLIN	6	2946.5	84.6	616	7.58	5.7
SHRIMPLIN	8	2947.0	91.02	621	7795	5.7
SHRIMPLIN	4	2947.5	116.04	605	7.73	5.5
SHRIMPLIN	4	2948.0	129.74	574	8.61	4.7
SHRIMPLIN	3	2948.5	130.95	545	12.17	4.2
SHRIMPLIN	3	2949.0	127.25	519	17585	3.6
SHRIMPLIN	3	2949.5	115.33	484	20065	3.3
SHRIMPLIN	3	2950.0	110.37	453	19.63	3.2
SHRIMPLIN	3	2950.5	95.97	433	17945	3.2
SHRIMPLIN	3	2951.0	92.1	415	17.19	3.5
SHRIMPLIN	3	2951.5	92.33	401	16855	3.6
SHRIMPLIN	3	2952.0	84.32	401	17.04	3.7
SHRIMPLIN	3	2952.5	85.93	405	16725	3.7
SHRIMPLIN	3	2953.0	86.15	0.41	16505	3.7
SHRIMPLIN	3	2953.5	87.94	418	16735	3.6
SHRIMPLIN	3	2954.0	86.68	425	16.94	3.6
SHRIMPLIN	3	2954.5	85.31	431	17845	3.5
SHRIMPLIN	3	2955.0	86.99	441	18455	3.5
SHRIMPLIN	3	2955.5	88.41	456	18.05	3.6
SHRIMPLIN	3	2956.0	85.73	471	15635	3.8
SHRIMPLIN	3	2956.5	79.97	0.48	13.72	4.1
SHRIMPLIN	3	2957.0	72.32	489	13.05	4.3
SHRIMPLIN	3	2957.5	69.7	496	13785	4.2
SHRIMPLIN	3	2958.0	78.44	504	13815	4.1
SHRIMPLIN	3	2958.5	82.19	509	14275	4.0
SHRIMPLIN	3	2959.0	85.45	509	15215	4.0
SHRIMPLIN	3	2959.5	92.63	508	16465	3.9
SHRIMPLIN	3	2960.0	88.92	507	16885	3.9
SHRIMPLIN	3	2960.5	90.45	505	16.3	3.8
SHRIMPLIN	3	2961.0	87.42	504	15225	4.0
SHRIMPLIN	3	2961.5	84.11	507	15.12	4.0
SHRIMPLIN	3	2962.0	87.26	509	15145	3.9
SHRIMPLIN	3	2962.5	84.87	511	14.82	3.9
SHRIMPLIN	3	2963.0	84.88	507	14335	3.9
SHRIMPLIN	3	2963.5	88.37	493	15695	4.2
SHRIMPLIN	3	2964.0	90.68	0.48	18.01	4.2
SHRIMPLIN	3	2964.5	94.56	471	20.75	3.9
SHRIMPLIN	3	2965.0	96.31	462	22025	3.6
SHRIMPLIN	3	2965.5	99.42	456	22.97	3.4
SHRIMPLIN	3	2966.0	97.55	453	22.12	3.4
SHRIMPLIN	3	2966.5	98.51	0.45	20.35	3.6
SHRIMPLIN	2	2967.0	86.18	452	17.53	3.7
SHRIMPLIN	2	2967.5	89.44	461	16.31	3.8
SHRIMPLIN	2	2968.0	89.13	471	15875	3.9
SHRIMPLIN	2	2968.5	87.64	484	15865	3.8
SHRIMPLIN	2	2969.0	84.34	502	15685	3.9
SHRIMPLIN	2	2969.5	83.26	517	15.23	3.8
SHRIMPLIN	2	2970.0	84.8	525	14.78	4.0
SHRIMPLIN	2	2970.5	84.02	531	15.47	3.9
SHRIMPLIN	3	2971.0	90.99	535	15235	3.9
SHRIMPLIN	3	2971.5	83.72	537	14.25	3.9
SHRIMPLIN	3	2972.0	81.44	538	14015	4.0
SHRIMPLIN	3	2972.5	80.51	538	14465	3.9
SHRIMPLIN	3	2973.0	83.93	539	15.11	3.8
SHRIMPLIN	3	2973.5	83.36	535	15.73	3.7
SHRIMPLIN	3	2974.0	86.69	529	15115	3.8
SHRIMPLIN	3	2974.5	86.71	521	13995	3.7
SHRIMPLIN	3	2975.0	84.91	515	14065	3.9
SHRIMPLIN	3	2975.5	84.75	516	20.0	3.7
SHRIMPLIN	3	2976.0	87.88	543	23385	3.6
SHRIMPLIN	3	2976.5	86.06	584	20.82	3.3
SHRIMPLIN	5	2977.0	56.43	627	12115	3.7
SHRIMPLIN	5	2977.5	32.69	667	6.42	4.4
SHRIMPLIN	5	2978.0	25.06	708	4845	5.5
SHRIMPLIN	5	2978.5	18.26	0.77	4695	5.2
SHRIMPLIN	5	2979.0	18.28	874	4.67	5.0
SHRIMPLIN	5	2979.5	14.41	947	5705	5.1
SHRIMPLIN	8	2980.0	13.99	983	7.35	5.2
SHRIMPLIN	8	2980.5	13.28	983	8365	5.4
SHRIMPLIN	8	2981.0	16.71	946	8.53	5.4
SHRIMPLIN	8	2981.5	31.35	907	8695	5.0
SHRIMPLIN	5	2982.0	49.41	881	10025	4.5
SHRIMPLIN	5	2982.5	65.33	862	9785	4.0
SHRIMPLIN	5	2983.0	64.3	841	9.24	4.3
SHRIMPLIN	5	2983.5	42.48	819	8.02	4.7
SHRIMPLIN	8	2984.0	29.96	794	7.48	4.8
SHRIMPLIN	8	2984.5	21.23	772	7.98	5.0
SHRIMPLIN	8	2985.0	28.09	768	8295	5.1
SHRIMPLIN	8	2985.5	31.12	775	8515	5.2
SHRIMPLIN	5	2986.0	36.63	0.78	8165	4.8
SHRIMPLIN	5	2986.5	36.1	783	8115	4.3
SHRIMPLIN	5	2987.0	42.06	787	7475	4.0
SHRIMPLIN	5	2987.5	44.31	792	6.77	4.0
SHRIMPLIN	5	2988.0	43.19	803	6215	4.1
SHRIMPLIN	5	2988.5	39.82	0.82	6.04	4.3
SHRIMPLIN	5	2989.0	41.71	839	6.61	4.4
SHRIMPLIN	5	2989.5	43.02	865	7.01	4.3
SHRIMPLIN	5	2990.0	42.6	889	7.33	4.2
SHRIMPLIN	5	2990.5	41.53	906	6.94	4.0
SHRIMPLIN	5	2991.0	46.69	918	6705	4.2
SHRIMPLIN	5	2991.5	49.0	929	6685	4.3
SHRIMPLIN	5	2992.0	51.83	936	7.07	4.5
SHRIMPLIN	5	2992.5	45.87	0.94	7445	4.2
SHRIMPLIN	5	2993.0	45.87	0.94	7445	4.2
SHRIMPLIN	5	2993.5	46.83	943	7655	4.4
SHRIMPLIN	5	2994.0	47.5	946	7705	4.0
SHRIMPLIN	5	2994.5	48.88	947	7.33	4.0
SHRIMPLIN	5	2995.0	45.88	949	6865	3.8
SHRIMPLIN	5	2995.5	51.63	952	6.88	4.1
SHRIMPLIN	5	2996.0	49.28	954	7085	4.3
SHRIMPLIN	5	2996.5	52.4	956	7105	4.4
SHRIMPLIN	5	2997.0	50.59	0.96	6665	4.5
SHRIMPLIN	5	2997.5	49.71	963	6645	4.6
SHRIMPLIN	5	2998.0	46.48	967	6.69	4.6
SHRIMPLIN	5	2998.5	50.19	972	6815	4.5
SHRIMPLIN	5	2999.0	55.85	969	6475	4.3
SHRIMPLIN	5	2999.5	74.49	954	6.14	4.2
SHRIMPLIN	4	3000.0	126.32	936	6.41	4.2
SHRIMPLIN	4	3000.5	274.0	0.92	7.65	4.5
SHRIMPLIN	4	3001.0	358.74	903	10035	4.6
SHRIMPLIN	4	3001.5	361.15	896	12255	4.8
SHRIMPLIN	4	3002.0	227.99	894	12.67	4.7
SHRIMPLIN	5	3002.5	115.43	893	11.24	4.6
SHRIMPLIN	5	3003.0	80.43	893	9055	4.3
SHRIMPLIN	5	3003.5	65.06	898	8.13	4.5
SHRIMPLIN	5	3004.0	49.86	0.91	7585	4.8
SHRIMPLIN	5	3004.5	51.04	925	7795	5.1
SHRIMPLIN	5	3005.0	52.63	942	7.84	5.0
SHRIMPLIN	5	3005.5	56.88	975	8.3	4.9
SHRIMPLIN	5	3006.0	60.61	982	8335	4.9
SHRIMPLIN	5	3006.5	57.36	985	8.07	4.7
SHRIMPLIN	5	3007.0	53.58	986	8.13	4.6
SHRIMPLIN	5	3007.5	52.02	986	8165	4.7
SHRIMPLIN	5	3008.0	53.66	986	8.46	4.8
SHRIMPLIN	5	3008.5	55.22	985	8.54	4.8
SHRIMPLIN	5	3009.0	50.16	982	8.38	4.7
SHRIMPLIN	5	3009.5	55.6	971	8295	4.5
SHRIMPLIN	5	3010.0	53.77	955	8035	4.5
SHRIMPLIN	5	3010.5	50.23	937	8.86	4.6
SHRIMPLIN	5	3011.0	63.43	915	9.95	5.0
SHRIMPLIN	5	3011.5	61.93	889	11.39	5.2
SHRIMPLIN	5	3012.0	68.62	863	12.28	5.1
SHRIMPLIN	5	3012.5	74.18	836	12.17	4.8
SHRIMPLIN	4	3013.0	73.86	816	12.37	4.7
SHRIMPLIN	4	3013.5	71.51	798	12.94	4.6
SHRIMPLIN	4	3014.0	79.77	782	14235	4.4
SHRIMPLIN	4	3014.5	80.9	776	14.86	4.3
SHRIMPLIN	4	3015.0	96.85	775	13.74	4.3
SHRIMPLIN	4	3015.5	92.76	771	11.48	4.4
SHRIMPLIN	6	3016.0	51.5	762	8025	4.1
SHRIMPLIN	6	3016.5	47.77	756	9425	4.1
SHRIMPLIN	6	3017.0	54.15	751	11.7	4.9
SHRIMPLIN	6	3017.5	50.45	0.74	13.34	5.0
SHRIMPLIN	9	3018.0	32.78	723	13.11	5.1
SHRIMPLIN	9	3018.5	23.5	711	12.3	5.2
SHRIMPLIN	9	3019.0	28.33	706	11.79	5.3
